dt_iso,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all
2020-06-07 15:00:00 +0000 UTC,20.74,20.13,21.96,1021,54,1.97,298,4
2020-06-07 16:00:00 +0000 UTC,22.05,19.74,23.26,1020,49,2.31,298,5
2020-06-07 17:00:00 +0000 UTC,23.01,21.14,23.86,1019,45,2.55,302,1
2020-06-07 18:00:00 +0000 UTC,23.07,22.39,23.44,1018,45,2.72,305,0
2020-06-07 19:00:00 +0000 UTC,22.87,20.84,23.76,1018,46,2.62,306,1
2020-06-07 20:00:00 +0000 UTC,21.18,19.14,21.86,1018,61,1.43,302,3
2020-06-07 21:00:00 +0000 UTC,18.74,17.64,19.34,1019,62,2.16,291,8
2020-06-07 22:00:00 +0000 UTC,16.99,16.25,17.42,1019,73,2.13,275,6
2020-06-07 23:00:00 +0000 UTC,16.04,15.03,16.55,1020,77,1.96,261,5
2020-06-08 00:00:00 +0000 UTC,15.72,14.63,16.6,1020,79,2.06,251,3
2020-06-08 01:00:00 +0000 UTC,15.15,13.92,16.14,1020,82,2.06,247,5
2020-06-08 02:00:00 +0000 UTC,14.39,13.47,15.14,1020,83,1.94,244,2
2020-06-08 03:00:00 +0000 UTC,13.8,12.78,14.71,1020,86,2.03,237,3
2020-06-08 04:00:00 +0000 UTC,13.96,12.4,15.55,1020,85,2.14,235,4
2020-06-08 05:00:00 +0000 UTC,12.45,12.45,12.45,1020,83,2.16,232,8
2020-06-08 06:00:00 +0000 UTC,14.67,13.17,15.5,1019,79,1.98,237,15
2020-06-08 07:00:00 +0000 UTC,14.91,13.74,15.49,1019,76,1.31,252,16
2020-06-08 08:00:00 +0000 UTC,14.93,13.64,15.3,1019,75,0.87,314,20
2020-06-08 09:00:00 +0000 UTC,14.3,12.24,14.94,1019,81,0.87,360,19
2020-06-08 10:00:00 +0000 UTC,15.15,12.24,15.85,1020,83,1.09,9,32
2020-06-08 11:00:00 +0000 UTC,15.45,14.77,15.78,1020,81,0.81,43,38
2020-06-08 12:00:00 +0000 UTC,16.81,16.02,17.64,1021,81,0.38,52,36
2020-06-08 13:00:00 +0000 UTC,18.83,18.05,19.64,1021,76,0.41,22,27
2020-06-08 14:00:00 +0000 UTC,22.04,21.32,22.4,1020,68,0.75,334,23
2020-06-08 15:00:00 +0000 UTC,24.38,22.64,24.76,1019,61,1.32,310,13
2020-06-08 16:00:00 +0000 UTC,25.56,23.84,25.93,1018,60,1.91,300,24
2020-06-08 17:00:00 +0000 UTC,26.27,24.74,26.67,1017,59,2.28,296,26
2020-06-08 18:00:00 +0000 UTC,26.6,25.14,26.87,1017,59,2.3,293,20
2020-06-08 19:00:00 +0000 UTC,26.34,25.81,26.6,1016,60,2.09,291,24
2020-06-08 20:00:00 +0000 UTC,25.06,24.51,25.36,1016,69,1.55,283,37
2020-06-08 21:00:00 +0000 UTC,22.52,21.74,24.76,1017,76,1.7,261,30
2020-06-08 22:00:00 +0000 UTC,20.84,19.8,21.65,1018,85,1.83,251,51
2020-06-08 23:00:00 +0000 UTC,20.44,19.84,20.65,1018,85,1.79,239,33
2020-06-09 00:00:00 +0000 UTC,20.72,19.84,21.03,1018,81,1.59,231,23
2020-06-09 01:00:00 +0000 UTC,21.63,19.14,21.68,1018,75,1.15,246,18
2020-06-09 02:00:00 +0000 UTC,20.72,18.74,21.13,1018,77,0.81,245,24
2020-06-09 03:00:00 +0000 UTC,19.35,18.57,20.01,1018,80,0.37,174,21
2020-06-09 04:00:00 +0000 UTC,18.91,18.01,19.54,1018,81,0.18,160,17
2020-06-09 05:00:00 +0000 UTC,19.1,19.1,19.1,1018,83,0.55,186,37
2020-06-09 06:00:00 +0000 UTC,18.32,17.64,18.78,1018,84,0.46,195,41
2020-06-09 07:00:00 +0000 UTC,17.19,16.81,17.64,1017,89,0.85,36,36
2020-06-09 08:00:00 +0000 UTC,16.02,15.44,17.34,1017,92,1.69,11,73
2020-06-09 09:00:00 +0000 UTC,16.12,14.97,17.64,1017,91,1.97,1,94
2020-06-09 10:00:00 +0000 UTC,17.52,17.17,17.87,1018,94,1.92,336,37
2020-06-09 11:00:00 +0000 UTC,18.55,17.74,18.87,1018,94,1.62,7,40
2020-06-09 12:00:00 +0000 UTC,20.24,19.62,20.54,1018,92,1.66,21,69
2020-06-09 13:00:00 +0000 UTC,22.13,21.48,22.47,1018,86,1.6,355,86
2020-06-09 14:00:00 +0000 UTC,23.99,23.33,24.32,1017,77,2.11,342,93
2020-06-09 15:00:00 +0000 UTC,25.03,24.3,25.86,1016,73,3.47,318,99
2020-06-09 16:00:00 +0000 UTC,24.77,24.04,25.24,1017,72,3.48,292,99
2020-06-09 17:00:00 +0000 UTC,23.56,22.33,24.84,1016,78,2.96,296,94
2020-06-09 18:00:00 +0000 UTC,22.34,21.15,23.84,1015,87,3.44,307,85
2020-06-09 19:00:00 +0000 UTC,21.82,21.13,22.22,1014,88,2.81,312,95
2020-06-09 20:00:00 +0000 UTC,20.99,20.26,21.35,1015,92,1.97,310,87
2020-06-09 21:00:00 +0000 UTC,19.68,19.04,20.26,1015,96,1.66,313,85
2020-06-09 22:00:00 +0000 UTC,19.69,19.24,20.02,1016,93,1.65,353,99
2020-06-09 23:00:00 +0000 UTC,19.77,19.22,20.01,1015,93,2.07,13,100
2020-06-10 00:00:00 +0000 UTC,19.49,18.85,19.81,1015,93,2.38,353,94
2020-06-10 01:00:00 +0000 UTC,18.95,18.18,19.47,1016,94,2.09,341,99
2020-06-10 02:00:00 +0000 UTC,18.44,17.71,18.99,1015,94,1.79,338,100
2020-06-10 03:00:00 +0000 UTC,17.84,17.17,18.3,1016,95,1.95,335,100
2020-06-10 04:00:00 +0000 UTC,17.32,16.75,18.14,1016,95,2,338,100
2020-06-10 05:00:00 +0000 UTC,17.57,17.57,17.57,1015,95,1.96,340,89
2020-06-10 06:00:00 +0000 UTC,17.15,16.78,18.34,1015,95,1.93,339,100
2020-06-10 07:00:00 +0000 UTC,17.41,16.7,18.34,1014,95,1.77,348,100
2020-06-10 08:00:00 +0000 UTC,16.94,16.14,17.34,1014,96,1.73,345,100
2020-06-10 09:00:00 +0000 UTC,16.68,16.21,17.14,1015,97,1.61,348,100
2020-06-10 10:00:00 +0000 UTC,17.33,16.51,17.81,1015,95,1.79,337,100
2020-06-10 11:00:00 +0000 UTC,18.41,17.64,18.82,1016,95,2,341,97
2020-06-10 12:00:00 +0000 UTC,19.73,17.34,20.96,1016,93,1.74,342,100
2020-06-10 13:00:00 +0000 UTC,21.59,20.91,21.96,1017,87,2.13,320,100
2020-06-10 14:00:00 +0000 UTC,23.55,22.74,24.03,1017,78,2.72,303,100
2020-06-10 15:00:00 +0000 UTC,24.93,24.05,25.48,1016,71,2.88,304,100
2020-06-10 16:00:00 +0000 UTC,25.84,24.34,26.38,1015,67,2.82,313,100
2020-06-10 17:00:00 +0000 UTC,26.27,25.66,26.62,1014,62,3.05,325,100
2020-06-10 18:00:00 +0000 UTC,26.14,24.14,27.26,1014,63,2.9,318,89
2020-06-10 19:00:00 +0000 UTC,26.3,25.7,26.96,1013,63,2.34,313,65
2020-06-10 20:00:00 +0000 UTC,25.32,24.53,25.84,1014,68,1.65,334,57
2020-06-10 21:00:00 +0000 UTC,23.34,22.14,25.36,1014,75,2.13,335,49
2020-06-10 22:00:00 +0000 UTC,21.93,21.32,22.21,1015,83,1.67,333,73
2020-06-10 23:00:00 +0000 UTC,21.55,20.69,22.04,1015,87,1.95,318,64
2020-06-11 00:00:00 +0000 UTC,20.97,20.03,21.5,1015,88,1.59,342,68
2020-06-11 01:00:00 +0000 UTC,20.72,19.82,21.26,1015,88,2.03,343,59
2020-06-11 02:00:00 +0000 UTC,20.63,19.64,21.16,1016,87,2.1,336,42
2020-06-11 03:00:00 +0000 UTC,20.09,19.23,20.64,1016,87,2.26,331,16
2020-06-11 04:00:00 +0000 UTC,19.74,18.88,20.25,1015,87,2.48,330,35
2020-06-11 05:00:00 +0000 UTC,19.34,19.34,19.34,1015,84,2.44,328,58
2020-06-11 06:00:00 +0000 UTC,19.52,18.64,19.99,1015,85,2.53,326,6
2020-06-11 07:00:00 +0000 UTC,19.39,17.84,19.95,1015,85,2.6,321,1
2020-06-11 08:00:00 +0000 UTC,18.55,17.67,19.12,1015,87,2.55,315,1
2020-06-11 09:00:00 +0000 UTC,18.3,17.42,18.9,1016,87,2.58,308,2
2020-06-11 10:00:00 +0000 UTC,19.2,17.64,19.8,1017,86,2.15,313,1
2020-06-11 11:00:00 +0000 UTC,19.92,17.64,20.47,1017,84,2.84,313,0
2020-06-11 12:00:00 +0000 UTC,21.81,20.64,22.38,1018,78,2.8,310,1
2020-06-11 13:00:00 +0000 UTC,23.4,22.34,24.86,1018,72,3.56,309,6
2020-06-11 14:00:00 +0000 UTC,25.58,24.14,26.26,1017,63,4.34,305,28
2020-06-11 15:00:00 +0000 UTC,27.13,26.14,27.76,1016,57,4.76,302,36
2020-06-11 16:00:00 +0000 UTC,27.77,27.1,28.14,1015,54,4.84,298,33
2020-06-11 17:00:00 +0000 UTC,28.12,27.49,28.49,1014,52,4.76,295,29
2020-06-11 18:00:00 +0000 UTC,28.23,27.64,28.65,1014,51,4.74,293,34
2020-06-11 19:00:00 +0000 UTC,28.06,27.14,28.45,1014,50,3.7,295,24
2020-06-11 20:00:00 +0000 UTC,26.28,25.14,26.66,1014,57,2.09,289,26
2020-06-11 21:00:00 +0000 UTC,22.98,22.76,23.22,1015,69,2.22,284,11
2020-06-11 22:00:00 +0000 UTC,21.82,21.36,22.61,1015,76,2.16,284,5
2020-06-11 23:00:00 +0000 UTC,20.84,20.41,21.62,1016,80,2.26,292,5
2020-06-12 00:00:00 +0000 UTC,20.28,19.58,20.99,1016,83,2.24,296,3
2020-06-12 01:00:00 +0000 UTC,19.26,18.73,20.07,1016,85,1.98,311,7
2020-06-12 02:00:00 +0000 UTC,18.29,17.84,19.34,1016,89,1.55,329,6
2020-06-12 03:00:00 +0000 UTC,17.4,16.81,19.34,1016,90,1.29,343,24
2020-06-12 04:00:00 +0000 UTC,18.18,17.5,19.53,1016,87,1.15,356,14
2020-06-12 05:00:00 +0000 UTC,17.41,17.41,17.41,1016,88,1.15,6,15
2020-06-12 06:00:00 +0000 UTC,17.72,17.13,18.59,1015,87,1.17,19,3
2020-06-12 07:00:00 +0000 UTC,17.44,16.95,17.75,1015,87,1.31,31,0
2020-06-12 08:00:00 +0000 UTC,16.57,15.37,17.19,1015,87,1.51,32,0
2020-06-12 09:00:00 +0000 UTC,15.94,14.42,16.88,1015,89,1.74,30,0
2020-06-12 10:00:00 +0000 UTC,16.33,15.45,16.94,1016,92,1.72,43,72
2020-06-12 11:00:00 +0000 UTC,17.19,16.91,17.64,1017,93,1.72,44,81
2020-06-12 12:00:00 +0000 UTC,19.48,18.92,19.73,1017,87,1.48,33,94
2020-06-12 13:00:00 +0000 UTC,22.01,21.32,22.39,1018,80,1.71,23,89
2020-06-12 14:00:00 +0000 UTC,25.2,23.84,26.26,1017,66,2.09,7,89
2020-06-12 15:00:00 +0000 UTC,27.38,26.81,27.61,1016,56,2.46,351,88
2020-06-12 16:00:00 +0000 UTC,28.17,27.14,28.53,1015,51,2.85,337,88
2020-06-12 17:00:00 +0000 UTC,28.97,27.34,29.39,1014,45,3.03,327,92
2020-06-12 18:00:00 +0000 UTC,29.02,27.86,29.52,1014,43,3,316,87
2020-06-12 19:00:00 +0000 UTC,28.59,27.76,29.06,1014,46,2.14,314,84
2020-06-12 20:00:00 +0000 UTC,27.53,24.84,29.13,1014,35,1.44,330,73
2020-06-12 21:00:00 +0000 UTC,24.43,22.61,26.46,1014,49,1.21,10,55
2020-06-12 22:00:00 +0000 UTC,21.68,20.62,22.75,1015,63,1.64,51,31
2020-06-12 23:00:00 +0000 UTC,20.04,19.55,21.86,1015,74,2.28,52,0
2020-06-13 00:00:00 +0000 UTC,19.01,18.36,20.84,1016,82,2.19,34,0
2020-06-13 01:00:00 +0000 UTC,18.88,18.37,19.84,1016,82,1.93,24,0
2020-06-13 02:00:00 +0000 UTC,18.68,18.3,19.84,1016,81,2.02,21,7
2020-06-13 03:00:00 +0000 UTC,17.66,16.91,20.14,1016,83,2.18,21,73
2020-06-13 04:00:00 +0000 UTC,16.86,15.71,20.14,1016,83,2.47,22,81
2020-06-13 05:00:00 +0000 UTC,16.63,16.63,16.63,1016,86,2.14,23,80
2020-06-13 06:00:00 +0000 UTC,15.73,14.74,18.14,1016,87,1.86,28,79
2020-06-13 07:00:00 +0000 UTC,14.87,13.75,17.24,1016,89,1.66,30,88
2020-06-13 08:00:00 +0000 UTC,14.67,13.47,17.64,1016,89,1.66,35,92
2020-06-13 09:00:00 +0000 UTC,14.46,13.07,17.34,1017,89,1.97,25,91
2020-06-13 10:00:00 +0000 UTC,16.13,14.94,17.14,1018,84,1.86,16,89
2020-06-13 11:00:00 +0000 UTC,17.54,17.29,18.64,1019,86,1.35,6,86
2020-06-13 12:00:00 +0000 UTC,19.95,19.37,20.64,1019,81,1.54,5,67
2020-06-13 13:00:00 +0000 UTC,22.8,21.93,24.76,1020,72,2.08,354,58
2020-06-13 14:00:00 +0000 UTC,25.98,25.27,26.39,1019,58,2.53,333,84
2020-06-13 15:00:00 +0000 UTC,27.9,27.31,28.19,1018,50,3.03,313,82
2020-06-13 16:00:00 +0000 UTC,28.52,27.64,28.93,1017,47,3.55,295,89
2020-06-13 17:00:00 +0000 UTC,28.87,27.84,29.31,1017,43,3.89,289,91
2020-06-13 18:00:00 +0000 UTC,28.72,27.34,29.17,1016,44,3.67,294,74
2020-06-13 19:00:00 +0000 UTC,28.03,26.64,28.46,1017,46,2.75,283,59
2020-06-13 20:00:00 +0000 UTC,26.07,25.14,26.59,1017,53,1.69,256,61
2020-06-13 21:00:00 +0000 UTC,21.53,20.89,23.24,1018,69,2.35,230,60
2020-06-13 22:00:00 +0000 UTC,20.46,19.11,22.74,1019,76,1.79,200,64
2020-06-13 23:00:00 +0000 UTC,19.11,18.12,21.34,1020,80,1.85,188,55
2020-06-14 00:00:00 +0000 UTC,18.12,17.57,20.84,1020,82,1.81,171,54
2020-06-14 01:00:00 +0000 UTC,18.12,17.52,20.14,1020,83,1.87,156,32
2020-06-14 02:00:00 +0000 UTC,18.07,17.37,19.3,1021,81,2.99,133,46
2020-06-14 03:00:00 +0000 UTC,18.5,17.73,19.5,1022,83,4.75,124,84
2020-06-14 04:00:00 +0000 UTC,18.16,17.84,18.43,1023,88,4.86,122,99
2020-06-14 05:00:00 +0000 UTC,17.1,17.1,17.1,1023,96,4.31,123,99
2020-06-14 06:00:00 +0000 UTC,16.91,16.63,17.84,1022,95,3.79,125,98
2020-06-14 07:00:00 +0000 UTC,16.54,16.23,17.64,1022,95,3.9,120,98
2020-06-14 08:00:00 +0000 UTC,16.22,15.92,17.64,1022,94,3.75,118,100
2020-06-14 09:00:00 +0000 UTC,16.18,15.92,17.14,1023,93,3.83,121,99
2020-06-14 10:00:00 +0000 UTC,16.64,16.44,17.08,1024,90,3.71,123,100
2020-06-14 11:00:00 +0000 UTC,17.13,16.82,17.43,1025,87,4.26,123,99
2020-06-14 12:00:00 +0000 UTC,17.11,16.64,17.27,1026,85,4.91,122,96
2020-06-14 13:00:00 +0000 UTC,17.39,16.84,17.69,1026,83,5.26,121,95
2020-06-14 14:00:00 +0000 UTC,17.39,16.95,18.64,1026,80,5.46,121,92
2020-06-14 15:00:00 +0000 UTC,17.81,17.34,18.76,1026,76,5.34,122,93
2020-06-14 16:00:00 +0000 UTC,18.54,17.64,20.26,1025,73,5.86,122,71
2020-06-14 17:00:00 +0000 UTC,18.59,16.24,20.96,1025,73,5.67,122,96
2020-06-14 18:00:00 +0000 UTC,18.32,15.84,20.46,1025,76,5.35,123,98
2020-06-14 19:00:00 +0000 UTC,17.45,15.14,19.36,1025,78,5.18,124,89
2020-06-14 20:00:00 +0000 UTC,15.93,14.84,17.36,1025,82,5.22,124,99
2020-06-14 21:00:00 +0000 UTC,14.88,14.14,15.96,1026,85,5.12,125,99
2020-06-14 22:00:00 +0000 UTC,14.01,13.61,14.3,1026,90,5.08,126,100
2020-06-14 23:00:00 +0000 UTC,14.09,13.64,15.26,1027,89,5.2,127,100
2020-06-15 00:00:00 +0000 UTC,14.05,13.64,14.41,1027,89,4.98,128,100
2020-06-15 01:00:00 +0000 UTC,14.01,13.64,14.39,1028,89,5.04,127,96
2020-06-15 02:00:00 +0000 UTC,14.04,13.71,14.45,1027,90,4.83,126,100
2020-06-15 03:00:00 +0000 UTC,13.85,13.53,14.26,1027,91,4.76,125,100
2020-06-15 04:00:00 +0000 UTC,13.88,13.56,14.29,1027,91,4.49,124,100
2020-06-15 05:00:00 +0000 UTC,13.83,13.83,13.83,1027,92,4.57,123,100
2020-06-15 06:00:00 +0000 UTC,13.87,13.59,14.32,1027,91,4.53,124,99
2020-06-15 07:00:00 +0000 UTC,13.78,13.54,14.27,1026,92,4.49,124,98
2020-06-15 08:00:00 +0000 UTC,13.8,13.34,14.28,1027,91,4.26,124,98
2020-06-15 09:00:00 +0000 UTC,13.71,13.52,14.16,1027,91,4.2,122,100
2020-06-15 10:00:00 +0000 UTC,14.61,13.34,15.01,1028,88,3.84,117,98
2020-06-15 11:00:00 +0000 UTC,15.08,14.64,15.48,1028,88,3.79,117,98
2020-06-15 12:00:00 +0000 UTC,15.7,15.17,16.86,1029,88,4.31,114,98
2020-06-15 13:00:00 +0000 UTC,16.7,15.95,18.96,1029,86,4.96,107,100
2020-06-15 14:00:00 +0000 UTC,18.02,17.13,20.36,1029,82,5.09,100,100
2020-06-15 15:00:00 +0000 UTC,19.3,18.16,21.96,1027,78,4.65,92,100
2020-06-15 16:00:00 +0000 UTC,20.24,18.92,21.86,1026,75,4.14,89,99
2020-06-15 17:00:00 +0000 UTC,21.68,20.22,22.76,1025,70,3.53,91,100
2020-06-15 18:00:00 +0000 UTC,22.39,20.34,23.28,1024,66,3.12,102,100
2020-06-15 19:00:00 +0000 UTC,22.07,19.74,22.92,1025,66,3.63,134,84
2020-06-15 20:00:00 +0000 UTC,20.16,18.14,20.96,1025,74,4.25,146,2
2020-06-15 21:00:00 +0000 UTC,18.47,17.67,19.46,1025,81,4.21,141,8
2020-06-15 22:00:00 +0000 UTC,16.25,15.84,17.76,1026,92,3.71,137,39
2020-06-15 23:00:00 +0000 UTC,15.82,15.14,16.22,1027,94,3.79,131,69
2020-06-16 00:00:00 +0000 UTC,15.9,14.84,16.48,1027,93,3.7,126,78
2020-06-16 01:00:00 +0000 UTC,16.08,15.64,16.64,1028,93,4.05,123,94
2020-06-16 02:00:00 +0000 UTC,16.41,15.84,16.96,1027,92,3.5,122,97
2020-06-16 03:00:00 +0000 UTC,16.06,15.74,16.56,1027,93,3.76,120,98
2020-06-16 04:00:00 +0000 UTC,15.91,15.71,16.42,1027,93,3.73,120,100
2020-06-16 05:00:00 +0000 UTC,15.78,15.78,15.78,1027,94,3.63,119,100
2020-06-16 06:00:00 +0000 UTC,15.47,15.24,16,1027,93,4.13,115,100
2020-06-16 07:00:00 +0000 UTC,15.19,14.92,15.8,1026,94,3.49,112,100
2020-06-16 08:00:00 +0000 UTC,15.11,14.84,15.84,1026,94,3.01,112,100
2020-06-16 09:00:00 +0000 UTC,14.91,14.57,15.64,1026,93,2.82,114,100
2020-06-16 10:00:00 +0000 UTC,16.08,15.14,16.65,1027,91,2.73,108,95
2020-06-16 11:00:00 +0000 UTC,16.48,15.84,17.08,1028,89,3.53,104,95
2020-06-16 12:00:00 +0000 UTC,17.15,16.88,17.96,1028,87,4.03,99,91
2020-06-16 13:00:00 +0000 UTC,18.44,17.88,20.24,1028,83,3.6,91,76
2020-06-16 14:00:00 +0000 UTC,20.1,19.65,21.96,1028,74,3.35,77,67
2020-06-16 15:00:00 +0000 UTC,21.82,21.26,23.36,1026,69,2.96,63,76
2020-06-16 16:00:00 +0000 UTC,22.59,21.79,24.26,1025,68,2.28,63,100
2020-06-16 17:00:00 +0000 UTC,23.78,22.97,25.26,1024,64,1.89,75,72
2020-06-16 18:00:00 +0000 UTC,23.79,23.02,24.36,1023,62,2,90,66
2020-06-16 19:00:00 +0000 UTC,23.22,22.4,23.96,1023,63,2.47,106,75
2020-06-16 20:00:00 +0000 UTC,21.81,20.64,22.31,1023,68,2.72,123,64
2020-06-16 21:00:00 +0000 UTC,20.55,18.24,21.18,1024,73,3.61,128,23
2020-06-16 22:00:00 +0000 UTC,18.96,18.24,20.26,1024,81,3.81,127,2
2020-06-16 23:00:00 +0000 UTC,17.77,16.14,20.26,1025,89,3.79,126,4
2020-06-17 00:00:00 +0000 UTC,16.75,16.14,17.19,1025,94,3.79,124,7
2020-06-17 01:00:00 +0000 UTC,15.97,15.34,16.53,1026,97,3.67,123,36
2020-06-17 02:00:00 +0000 UTC,15.8,15.34,16.46,1025,97,3.51,124,63
2020-06-17 03:00:00 +0000 UTC,15.71,15.14,16.42,1025,97,3.47,122,75
2020-06-17 04:00:00 +0000 UTC,16.02,15.14,16.78,1025,94,3.33,120,76
2020-06-17 05:00:00 +0000 UTC,16.23,16.23,16.23,1025,94,3.17,119,69
2020-06-17 06:00:00 +0000 UTC,15.62,14.34,16.41,1024,94,3.16,119,75
2020-06-17 07:00:00 +0000 UTC,15.35,14.34,16.17,1024,93,3.03,119,68
2020-06-17 08:00:00 +0000 UTC,15.12,14.71,15.88,1024,93,2.94,117,71
2020-06-17 09:00:00 +0000 UTC,15.04,14.61,15.76,1025,92,2.83,113,61
2020-06-17 10:00:00 +0000 UTC,16.85,16.85,16.85,1025,89,2.75,109,68
2020-06-17 11:00:00 +0000 UTC,16.88,15.84,17.72,1026,89,3.31,104,95
2020-06-17 12:00:00 +0000 UTC,17.45,17.12,18.64,1026,87,3.7,90,67
2020-06-17 13:00:00 +0000 UTC,18.92,18.41,20.96,1026,84,3.67,72,71
2020-06-17 14:00:00 +0000 UTC,20.82,20.18,22.46,1026,76,3.28,63,42
2020-06-17 15:00:00 +0000 UTC,22.44,21.81,23.76,1024,70,2.97,61,29
2020-06-17 16:00:00 +0000 UTC,23.18,22.61,23.51,1023,66,2.88,56,28
2020-06-17 17:00:00 +0000 UTC,23.93,23.41,24.28,1022,59,2.87,48,45
2020-06-17 18:00:00 +0000 UTC,24.35,23.82,24.78,1021,57,2.94,41,49
2020-06-17 19:00:00 +0000 UTC,24.12,23.66,24.59,1020,55,2.83,37,57
2020-06-17 20:00:00 +0000 UTC,22.48,21.88,22.96,1020,65,1.62,46,55
2020-06-17 21:00:00 +0000 UTC,20.75,20.27,21.26,1020,67,1.75,62,41
2020-06-17 22:00:00 +0000 UTC,19.85,19.14,20.46,1020,73,1.57,73,51
2020-06-17 23:00:00 +0000 UTC,18.85,17.84,20.46,1021,75,1.72,75,63
2020-06-18 00:00:00 +0000 UTC,18.32,16.84,18.68,1021,75,2.11,69,69
2020-06-18 01:00:00 +0000 UTC,17.81,16.64,18.24,1021,76,2.5,59,73
2020-06-18 02:00:00 +0000 UTC,17.85,16.14,18.14,1021,76,2.95,42,80
2020-06-18 03:00:00 +0000 UTC,17.05,15.64,17.32,1021,77,3.06,29,95
2020-06-18 04:00:00 +0000 UTC,16.41,15.64,16.88,1021,79,2.71,28,100
2020-06-18 05:00:00 +0000 UTC,14.6,14.6,14.6,1021,85,2.5,29,100
2020-06-18 06:00:00 +0000 UTC,14.01,13.49,14.74,1020,88,2.45,30,97
2020-06-18 07:00:00 +0000 UTC,13.58,13.01,14.64,1020,90,2.52,30,97
2020-06-18 08:00:00 +0000 UTC,13.15,12.55,14.14,1020,90,2.61,29,96
2020-06-18 09:00:00 +0000 UTC,13.16,12.62,13.84,1020,91,2.66,29,89
2020-06-18 10:00:00 +0000 UTC,14.39,13.64,14.69,1021,89,2.55,23,45
2020-06-18 11:00:00 +0000 UTC,15.98,14.74,16.86,1022,84,2.82,22,12
2020-06-18 12:00:00 +0000 UTC,17.77,17.4,18.46,1022,79,2.92,18,30
2020-06-18 13:00:00 +0000 UTC,19.77,19.34,20.26,1022,74,3.44,4,37
2020-06-18 14:00:00 +0000 UTC,21.82,21.41,22.15,1022,64,3.79,344,74
2020-06-18 15:00:00 +0000 UTC,23.5,22.14,23.89,1021,58,4.46,325,23
2020-06-18 16:00:00 +0000 UTC,24,23.46,24.48,1020,54,4.88,313,92
2020-06-18 17:00:00 +0000 UTC,24.42,23.14,24.93,1019,52,5.05,306,97
2020-06-18 18:00:00 +0000 UTC,24.45,23.34,24.96,1018,52,4.58,306,91
2020-06-18 19:00:00 +0000 UTC,24.02,23.24,24.45,1018,53,3.85,308,76
2020-06-18 20:00:00 +0000 UTC,22.63,21.89,23.1,1018,62,1.96,317,61
2020-06-18 21:00:00 +0000 UTC,20.73,20.26,21.31,1018,67,2.25,322,49
2020-06-18 22:00:00 +0000 UTC,18.15,17.28,19.46,1019,79,2.31,338,70
2020-06-18 23:00:00 +0000 UTC,17.7,17.01,19.46,1019,79,1.77,353,88
2020-06-19 00:00:00 +0000 UTC,17.43,16.74,17.86,1019,79,1.86,350,98
2020-06-19 01:00:00 +0000 UTC,16.53,15.68,17.64,1020,85,2.03,336,96
2020-06-19 02:00:00 +0000 UTC,15.64,15.05,17.34,1020,88,2.09,322,99
2020-06-19 03:00:00 +0000 UTC,14.85,14.49,16.84,1020,90,2.04,318,97
2020-06-19 04:00:00 +0000 UTC,14.06,13.87,15.74,1020,91,1.94,324,71
2020-06-19 05:00:00 +0000 UTC,14.15,13.81,15.74,1019,90,2.02,328,37
2020-06-19 06:00:00 +0000 UTC,14.26,13.67,16.34,1019,91,1.93,323,36
2020-06-19 07:00:00 +0000 UTC,13.26,12.61,15.64,1019,93,2.1,306,21
2020-06-19 08:00:00 +0000 UTC,12.89,12.14,16.14,1020,93,2.3,304,3
2020-06-19 09:00:00 +0000 UTC,13.16,12.07,15.34,1019,93,2.12,317,1
2020-06-19 10:00:00 +0000 UTC,13.68,13.25,14.84,1021,91,2.1,322,0
2020-06-19 11:00:00 +0000 UTC,15.81,15.34,16.19,1021,88,1.84,338,0
2020-06-19 12:00:00 +0000 UTC,18.83,17.64,20.76,1021,81,1.53,357,0
2020-06-19 13:00:00 +0000 UTC,21.35,19.84,21.76,1021,73,2.18,357,0
2020-06-19 14:00:00 +0000 UTC,23.77,23.26,24.17,1021,59,3.03,344,0
2020-06-19 15:00:00 +0000 UTC,25.07,23.74,25.51,1020,51,3.45,330,0
2020-06-19 16:00:00 +0000 UTC,25.69,24.96,26.19,1019,48,3.43,321,0
2020-06-19 17:00:00 +0000 UTC,26.22,25.14,26.78,1019,45,3.24,316,0
2020-06-19 18:00:00 +0000 UTC,26.26,24.84,26.83,1018,44,2.95,316,5
2020-06-19 19:00:00 +0000 UTC,25.91,24.64,26.45,1018,44,2.39,317,0
2020-06-19 20:00:00 +0000 UTC,24.25,22.84,24.88,1018,54,1.8,313,1
2020-06-19 21:00:00 +0000 UTC,22.95,20.46,25.39,1019,48,0.91,288,3
2020-06-19 22:00:00 +0000 UTC,20.82,18.74,23.08,1019,58,0.5,45,3
2020-06-19 23:00:00 +0000 UTC,19.96,17.61,22.55,1019,61,1.74,30,3
2020-06-20 00:00:00 +0000 UTC,17.56,16.62,19.23,1020,78,2.38,19,0
2020-06-20 01:00:00 +0000 UTC,16.45,16.09,17.64,1020,84,2.1,7,0
2020-06-20 02:00:00 +0000 UTC,15.62,15.28,16.24,1020,87,2.14,359,0
2020-06-20 03:00:00 +0000 UTC,14.14,13.85,16.74,1020,89,2.44,351,11
2020-06-20 04:00:00 +0000 UTC,13.79,13.52,16.74,1020,89,2.58,343,27
2020-06-20 05:00:00 +0000 UTC,12.85,12.85,12.85,1020,92,2.62,341,39
